Restaurant Name,Rating,Reviews,Cuisine,Address,City,Restaurant URL,Image URL
Bayroute,4.4,600.0,Arabic,"T 68 & T 69, 3rd Floor, Mall Of Asia, Byatarayanapura, Sahakara Nagar, Bangalore",Bangalore,/bangalore/bayroute-sahakara-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/9/22435129/bb8a5ac8607f6c3e534f9afcc2800c41_o2_featured_v2.jpg
WelcomCafe Jacaranda - WelcomHotel By ITC Hotels,4.4,111.0,"Asian, Continental, North Indian","WelcomeHotel By ITC Hotels, Ashok Nagar, Richmond Road, Bangalore",Bangalore,/bangalore/welcomcafe-jacaranda-welcomhotel-by-itc-hotels-richmond-road-bangalore/info,https://b.zmtcdn.com/data/pictures/8/18591348/f63af2de7246c6be1acfcb5ee20205e9_featured_v2.jpg
Triple Eight Rooftop Bar & Kitchen,4.2,636.0,"Bar Food, Burger, Sandwich","53/1-2, SV ARCADE, 4TH FLOOR, BILEKAHALLI, BANNERGHATTA ROAD, Bommanahalli, B.B.M.P South, Karnataka-560076, 53/1-2, SV ARCADE, 4TH FLOOR, BILEKAHALLI, BANNERGHATTA ROAD, Bommanahalli, B.B.M.P South, Bannerghatta Road, Bangalore",Bangalore,/bangalore/triple-eight-rooftop-bar-kitchen-bannerghatta-road-bangalore/info,https://b.zmtcdn.com/data/pictures/3/22223693/382f995de734d039d05a4ce0b73112d4_o2_featured_v2.jpg
Paradise Biryani - A Legend Since 1953,4.2,40.0,"Biryani, Kebab, North Indian","Site 1 And 2, Survey 107/1 And 107/2, Dodda Thogur Village, Begur Hobli, Bommasandra, Bangalore",Bangalore,/bangalore/paradise-biryani-a-legend-since-1953-bommasandra-bangalore/info,https://b.zmtcdn.com/data/pictures/2/18308792/2ad378c6c6f7df56298ad74dce1995ac_featured_v2.jpg
Joynt Craft Bar & Kitchen,3.6,519.0,"North Indian, Chinese, South Indian","1098/a, Sy 54/1, Channasandra, Rajarajeshwari Nagar, Bangalore",Bangalore,/bangalore/joynt-craft-bar-kitchen-rajarajeshwari-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/5/22407335/373dfaa5cfcf682fb19f9d17c6d1cd78_o2_featured_v2.jpg
Kylin Experience,4.5,2398.0,"Sushi, Asian, Japanese","S-13, 2nd Floor, Phoenix Mall Of Asia, Park View Layout, Sahakara Nagar, Bangalore",Bangalore,/bangalore/kylin-experience-sahakara-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/8/21173358/fea538d32a52ed6ac00d51d40ced9b1a_featured_v2.jpg
Meeple Syrup Cafe,4.5,40.0,"Fast Food, Street Food, Sandwich","473, 1st Floor, HAL 3rd Stage, 10th Main Road, Jeevan Bhima Nagar, Bangalore",Bangalore,/bangalore/meeple-syrup-cafe-jeevan-bhima-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/7/22707277/218682165940bb3bd360eba4c89ec3a8_o2_featured_v2.jpg
Fenny's Lounge And Kitchen,4.2,15.0,"Mediterranean, Continental, Italian","115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Bangalore,/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block/info,https://b.zmtcdn.com/data/pictures/7/54127/c90eb56892ba0d39e0ab0570c95ee6d9_featured_v2.jpg
Dali & Gala,4.8,297.0,"Burmese, Fusion","1, Upper Ground floor, Ashok Nagar, Museum Road, Near MG Road, Bangalore",Bangalore,/bangalore/dali-gala-mg-road-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21597370/4ca02978335cf269cbfd47121447570c_featured_v2.jpg
The Lobby Lounge,4.5,180.0,"Cafe, Coffee, Continental","Artezia Hotel, 56-6B, Palace Road, Abshot Layout, Vasanth Nagar, Bengaluru",Bangalore,/bangalore/the-lobby-lounge-vasanth-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/9/18208359/a1e92e519bdbd4fb7f746279a3723b82_featured_v2.jpg
Geometry Gastropub,4.2,4209.0,"Continental, North Indian, Chinese","472, New BEL Road, Bangalore",Bangalore,/bangalore/geometry-gastropub-new-bel-road-bangalore/info,https://b.zmtcdn.com/data/pictures/3/20211103/92835170e9ce311213719af97cde1819_featured_v2.jpg
Soul Indian Specialty - Svenska Design Hotel,3.4,890.0,"North Indian, Kebab, Mughlai","56 D, Wipro Avenue, Electronic City Phase, Bommasandra, Bangalore",Bangalore,/bangalore/soul-indian-specialty-svenska-design-hotel-bommasandra-bangalore/info,https://b.zmtcdn.com/data/pictures/8/52308/350d55f982c70521741e186fb8e98d64_featured_v2.jpg
46 Ounces,4.1,1744.0,"North Indian, South Indian, Italian","Unit G 2-3-4, RMZ Infinity, Bennigana Halli, Old Madras Road, Bangalore",Bangalore,/bangalore/46-ounces-old-madras-road-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20529900/64ad34766bb66f3b065d4952db7af2a3_featured_v2.jpg
Babylonia - Global Food & Cocktails,4.2,4441.0,"Continental, North Indian, Asian","9, KHB Colony, 20th Main Road, Koramangala 7th Block, Bangalore",Bangalore,/bangalore/babylonia-global-food-cocktails-koramangala-7th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/8/20628188/a08e2a276a42528f11acce7cd6e7724d_featured_v2.jpg
The Black Pearl,3.9,25.0,"BBQ, North Indian, Biryani","7, 6th Floor, Swamy Lagoto Building, Outer Ring Road, Kadubeesanahalli, Bangalore",Bangalore,/bangalore/the-black-pearl-kadubeesanahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/6/18387426/ab8abfd333469d3d2e36f6c72d6add5b_o2_featured_v2.jpg
Communiti,4.7,24.0,"American, Continental, European","67 - 68, Brigade Solitaire, Opposite Advaith Hyundai, Brigade Road, Bangalore",Bangalore,/bangalore/communiti-brigade-road-bangalore/info,https://b.zmtcdn.com/data/pictures/5/18430785/55f7990450f49aa2d017ce10b871c64b_featured_v2.jpg
Gaia - Global Vegetarian,4.2,1377.0,"North Indian, Chinese, Continental","283, Phase 6, KR Layout, Outer Ring Road, JP Nagar, Bangalore",Bangalore,/bangalore/gaia-global-vegetarian-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/21514843/c78ed174ad387aa89688e5a6b6a37387_featured_v2.jpg
Suku Japanese And Thai Restaurant,4.4,3436.0,"Japanese, Thai, Sushi","Site 1329, BBMP 3426/1329, 3rd Floor, 24th Main, 2nd Stage, HSR, Bangalore",Bangalore,/bangalore/suku-japanese-and-thai-restaurant-hsr-bangalore/info,https://b.zmtcdn.com/data/pictures/4/20585084/e07e117fe10bfedeb2d90c054ad2dc35_featured_v2.jpg
Chulha Chauki Da Dhaba,4.2,19.0,"North Indian, Chinese, Kebab","40 Jodh Tower Jay 27th Cross 5th Main Road Jayanagar 4th Block, Jayanagar, Bangalore",Bangalore,/bangalore/chulha-chauki-da-dhaba-1-jayanagar-bangalore/info,https://b.zmtcdn.com/data/pictures/8/50268/784e35e62000356c851ebb683db3e0d5_featured_v2.jpg
Eight,4.4,2753.0,"Korean, Asian, Sushi","2nd Floor, Pheonix Mall Of Asia, Hebbal, Bangalore",Bangalore,/bangalore/eight-hebbal-bangalore/info,https://b.zmtcdn.com/data/pictures/5/20916935/80dc022133f3a672034efff51d45e4ec_o2_featured_v2.jpg
Toffee & Talk,4.1,199.0,"Desserts, Coffee","G1 NO 772 36TH CROSS ROAD 20TH MAIN ROAD 4TH T BLOCK B.B.M.P South, Karnataka-560041, Karnataka, Jayanagar, Bangalore",Bangalore,/bangalore/toffee-talk-jayanagar-bangalore/info,https://b.zmtcdn.com/data/pictures/7/21765697/e12336e759927632329fd431f1932eb0_o2_featured_v2.jpg
Hungry Hippie,4.1,4206.0,"North Indian, Italian, Continental","104, 4th Floor, Vijay Building, 5th Main, Koramangala 5th Block, Bangalore",Bangalore,/bangalore/hungry-hippie-koramangala-5th-block/info,https://b.zmtcdn.com/data/pictures/2/18362422/f1ff1fb7c89961d315d8828bc3e953ad_featured_v2.jpg
The Big Barbeque,4.0,14.0,"BBQ, Pizza, North Indian","88, 2nd Floor, Near More Supermarket, Outer Ring Road, Marathahalli, Bangalore",Bangalore,/bangalore/the-big-barbeque-marathahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/1/19203051/80adda91ec837451d5525c7830d65f73_featured_v2.jpg
La Roserie,4.3,714.0,"Coffee, Tea, Shake","307, 3rd Block, CMR Road, Opposite Jal Vayu Vihar North Gate, HBR Layout, Bangalore",Bangalore,/bangalore/la-roserie-hbr-layout-bangalore/info,https://b.zmtcdn.com/data/pictures/6/21930706/bca3301cbb661711bbce8dc33cbcdfe6_o2_featured_v2.jpg
Meghana Foods,4.4,55.0,"Biryani, Andhra, North Indian","57/1, 1st Floor, Jayalaxmi Chambers, Near Old Galaxy Theatre, Residency Road, Bangalore",Bangalore,/bangalore/meghana-foods-residency-road/info,https://b.zmtcdn.com/data/pictures/9/51639/0c71ae59675b5b6b4f43ff45847f0b3b_featured_v2.jpg
Dock 66,4.1,3449.0,"North Indian, South Indian","36/2 & 36/3, Kundanahalli Village, EPIP Zone, Doddanakundi, Whitefield, Bangalore",Bangalore,/bangalore/dock-66-1-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/7/20564267/0940a97a59b1136b5d6af430b8b48705_featured_v2.jpg
The Lokum,4.3,354.0,"Turkish, Continental, Kebab","5 A, Aizah International, 2nd Block, CMR Main Road, Kalyan Nagar, Bangalore",Bangalore,/bangalore/the-lokum-1-kalyan-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/4/22470444/5040fb67b7f3fda4940627e31c32f030_o2_featured_v2.jpg
Memories Resto Bar,4.0,890.0,"North Indian, Mughlai, Biryani","9, Above Union Bank of India, AECS Layout, Bommanahalli, Bangalore",Bangalore,/bangalore/memories-resto-bar-bommanahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/8/21536698/f949c6655ce00a98b556da382ef6b79d_featured_v2.jpg
Hermitage,4.1,1011.0,"North Indian, Continental, Asian","58, 8th Main, 17th A Cross Road, Malleshwaram, Bangalore",Bangalore,/bangalore/hermitage-malleshwaram-bangalore/info,https://b.zmtcdn.com/data/pictures/6/21300576/f7410a012a69791c757bf6be9406761d_o2_featured_v2.jpg
Lucid Dreams Coffee,4.3,46.0,"Coffee, Cafe","PROPRIETOR PRASHANTH G T,NO. 232 GROUND FLOOR MOKSHAM BUILDING 20TH MAIN ROAD, 3RD CROSS, KHB COLONY, 5TH BLOCK. NEAR JUDGES PARK, BTM Layout, B.B.M.P South, Karnataka - 560095, PROPRIETOR PRASHANTH G T,NO. 232 GROUND FLOOR MOKSHAM BUILDING 20TH MAIN",Bangalore,/bangalore/lucid-dreams-coffee-koramangala-5th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/0/22270790/d199885bbcd197fde0928fed29129767_o2_featured_v2.jpg
Smoor,4.6,19.0,"Desserts, Bakery, Beverages","1131, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Bangalore,/bangalore/smoor-2-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/chains/1/52971/07af169e8a35c5d3d2eadf17f5ca5a54_featured_v2.jpg
Bastian Garden City,3.6,1004.0,"Asian, Chinese, Seafood","4, Shanthala Nagar, Ashok Nagar, St. Marks Road, Bangalore",Bangalore,/bangalore/bastian-garden-city-st-marks-road-bangalore/info,https://b.zmtcdn.com/data/pictures/1/21083811/3661733d97c40a3d74c76304daac7c0b_featured_v2.jpg
Bombay Brasserie,4.2,2490.0,"Biryani, Desserts, Modern Indian","Unit 24, Upper Ground Floor, Orion Mall, Dr Rajkumar Road, Malleshwaram, Bangalore",Bangalore,/bangalore/bombay-brasserie-malleshwaram-bangalore/info,https://b.zmtcdn.com/data/pictures/4/21162424/c2fdcff0b017ec51bab83421d23939ec_featured_v2.jpg
Magique,4.0,7340.0,"Asian, Modern Indian, Continental","Plot 36, 100 Feet Road, Srinivagilu, Chandra Reddy Layout, S T Bed Layout, Opp. To Shilton Royale Hotel, Near SJR Junction, Koramangala 6th Block, Bangalore",Bangalore,/bangalore/magique-koramangala-6th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20540040/5e17eb8c2ab767d74de6169c2b1b0a50_featured_v2.jpg
Tipsy Bull- The Bar Exchange,4.1,3571.0,"Chinese, Biryani, Desserts","No 13/1 & 13/4, Ground First second third and fourth floor HOODI MAIN ROAD, NEXT TO HOODI METRO STATION, GRAPHITE INDIA ROAD HOODI VILLAGE, BENGALURU, 560048, B.B.M.P East, Karnataka-560048, Karnataka, Mahadevapura, Bangalore",Bangalore,/bangalore/tipsy-bull-the-bar-exchange-mahadevapura-bangalore/info,https://b.zmtcdn.com/data/pictures/6/21354176/f0309e0c884eccfe65f9ed7cee3f5786_featured_v2.jpg
Kebapci,4.2,5612.0,"Turkish, Middle Eastern, Mediterranean","74, KHB Colony, 17th E Main Road, Koramangala 6th Block, Bangalore",Bangalore,/bangalore/kebapci-koramangala-6th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/8/19434788/56d9901a5823b13d524f374c4f808b5f_featured_v2.jpg
Jango Cafe & Cocktail,4.1,184.0,"Bar Food, South Indian, Mughlai","3rd Floor, Fortuna Square, Sahakarnagar Main Road, Sahakara Nagar, Bangalore",Bangalore,/bangalore/jango-cafe-cocktail-sahakara-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/2/22622222/627809ab5e34c94948e32d6e4e5fcc6e_o2_featured_v2.jpg
Shokudo,4.2,4699.0,"Korean, Thai, Asian","45, 1st Floor, H.B. Inspire, 11th Main Road, Shokudo Restaurant, 670, Aurobindo Marg, 4th Block, Jayanagar, Bangalore",Bangalore,/bangalore/shokudo-jayanagar-bangalore/info,https://b.zmtcdn.com/data/pictures/5/20883985/ce0de6a40d9c91307d815bce4bfa9eb6_featured_v2.jpg
Funzy Cafe,3.9,75.0,"Pasta, Pizza, Salad","46Th Cross Road, Near Naarithva, Jayanagar, Bangalore",Bangalore,/bangalore/funzy-cafe-jayanagar-bangalore/info,https://b.zmtcdn.com/data/pictures/1/21765581/faeffcdafc355aac28ddbbe612af91fb_o2_featured_v2.jpg
Toastid Co.,4.7,144.0,"Continental, Fast Food","225, Ground Floor, Domlur, Bangalore",Bangalore,/bangalore/toastid-co-domlur-bangalore/info,https://b.zmtcdn.com/data/pictures/2/21771372/f870a07465b30a99093a64b298c406a0_o2_featured_v2.jpg
Cafe Noir,4.2,2842.0,"Continental, French, Pizza","3275, Ground Floor, 12th Main Road, Hal 2nd Stage, Indiranagar, Bangalore",Bangalore,/bangalore/cafe-noir-1-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/chains/1/50221/dc7ffad82485a9b0e756792c9b48a51c_featured_v2.jpg
Isiri Restobar,4.2,5056.0,"North Indian, Bar Food, Desserts","39/3, Doddanakundi Junction, Opposite Soul Space Arena, Livin Hub The Business Hotel, Marathahalli, Bangalore",Bangalore,/bangalore/isiri-restobar-marathahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/9/19343179/6b98e28d4f4afb195cecd21a4da42bd4_o2_featured_v2.jpg
Boteco Restaurante Brasileiro,4.3,110.0,Brazilian,"Argon South Block, S.78/1, 78/2, Unit R06, Bagmane Solarium City Campus, Dodda Nekkundi Extension, Mahadevapura, AECS Layout, Bangalore",Bangalore,/bangalore/boteco-restaurante-brasileiro-aecs-layout-bangalore/info,https://b.zmtcdn.com/data/pictures/9/22660689/6f32061b55f4870c587c861da0c9a1bf_o2_featured_v2.jpg
Olive Beach,4.2,2814.0,"Italian, Pizza, Mediterranean","16, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Bangalore,/bangalore/olive-beach-richmond-road-bangalore/info,https://b.zmtcdn.com/data/pictures/2/50742/258fc067bcbdd723346f1581828f31c1_featured_v2.jpg
Easy Tiger,4.1,6395.0,"Finger Food, Continental","1/A, Church Street, Bangalore",Bangalore,/bangalore/easy-tiger-church-street-bangalore/info,https://b.zmtcdn.com/data/pictures/9/59869/5f3cd8a8abafbd48fc3032250978c426_featured_v2.jpg
Jewel Sizzle,4.0,1447.0,"South Indian, North Indian, Biryani","17, 1st Floor, Annaiah Reddy Layout, 5th Phase, Sarakkikere Village, Opposite HDFC Bank, 24th Main Road, JP Nagar, Bangalore",Bangalore,/bangalore/jewel-sizzle-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21566910/8d99ad0f14a0371f2233858999cbf811_featured_v2.jpg
Alchemy,4.5,4970.0,"North Indian, Continental, Biryani","135, The Chancery Pavilion, Shanthala Nagar, Residency Road, Bangalore",Bangalore,/bangalore/alchemy-residency-road-bangalore/info,https://b.zmtcdn.com/data/pictures/6/18689586/d75d60aeeffa8d4083a1aadf59dca4ea_featured_v2.jpg
OYE KAKE,4.0,57.0,"North Indian, Desserts, Indian","Ground Floor, Units 4 & 5, Indiqube Symphony, Craig Park Layout, Ashok Nagar, MG Road, Bangalore",Bangalore,/bangalore/oye-kake-1-mg-road-bangalore/info,https://b.zmtcdn.com/data/pictures/3/22699333/4bbe9f01-7c81-47d5-afa8-ae830641b0fb_o2_featured_v2.png
Mangroove Taproom and Kitchen,4.4,3282.0,"North Indian, Chinese, South Indian","25/6, Ground, 1st And 2nd Floor, Beratena Agrahara, BBMP South, Bommanahalli, Bangalore",Bangalore,/bangalore/mangroove-taproom-and-kitchen-bommanahalli-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Nasi And Mee,4.6,1731.0,"Asian, Sushi, Thai","17, Richmond Town, Near Dwija Art Gallery, Convent Road, Residency Road, Bangalore",Bangalore,/bangalore/nasi-and-mee-residency-road-bangalore/info,https://b.zmtcdn.com/data/pictures/chains/0/61480/d296028423dd0b8520223da20e1e0809_featured_v2.jpg
Windmills Craftworks,4.6,11.0,"Continental, North Indian, Mughlai","6Th Floor, Craftworks, 331, 5B Road, Shivaji Nagar, Epip Zone, Whitefield, Bangalore",Bangalore,/bangalore/windmills-craftworks-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/2/53872/0bbaa0d510c7a16749568a9ef9544326_featured_v2.jpg
Barbecue By Punjab Grill,4.2,8006.0,"BBQ, Mughlai, North Indian","Unit T-1, 3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",Bangalore,/bangalore/barbecue-by-punjab-grill-malleshwaram-bangalore/info,https://b.zmtcdn.com/data/pictures/5/18732665/332b2bfdc6f09a6acb5feef7eb43a4e9_featured_v2.jpg
ALE,4.2,175.0,"North Indian, Chinese, South Indian","86/6, 25th Cross Road, Jayanagar 3rd Block, Jayanagar, Bangalore",Bangalore,/bangalore/ale-jayanagar-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
The Soya Chaap Co.,4.1,3757.0,North Indian,"1, Raghavendra Layout, Arakere, Kothanur Main Road, Bannerghatta Road, Bangalore",Bangalore,/bangalore/the-soya-chaap-co-bannerghatta-road-bangalore/info,https://b.zmtcdn.com/data/pictures/8/19982288/c647b6c021e485414d1c584f9d34efce_featured_v2.jpg
Flavors Of India,4.4,566.0,"Oriental, Chinese, Continental","57/1A, Devarabisanahalli, Outer Ring Road, Opposite Sakra World Hospital, Bellandur, Bangalore",Bangalore,/bangalore/flavors-of-india-bellandur-bangalore/info,https://b.zmtcdn.com/data/pictures/5/18487165/6db4c1ef00bffd548ae3fbd7e87dfbf3_featured_v2.jpg
Light Of Italy,4.2,1441.0,"Italian, Pizza, Pasta","669, 13th Cross, 27th Main Road, HSR, Bangalore",Bangalore,/bangalore/light-of-italy-hsr-bangalore/info,https://b.zmtcdn.com/data/pictures/2/20870932/feb2ec81b6f2b0aa5f36e68112d4ed41_featured_v2.jpg
White Garden,4.4,2831.0,"Chinese, North Indian","425, House, 2nd Block, 7th Main, 80 Feet Road, HRBR Layout, Kalyan Nagar, Bangalore, Karnataka",Bangalore,/bangalore/white-garden-kalyan-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/5/20660965/47b9c70d78209bd0be501cd495b64f6e_featured_v2.jpg
Hamilton,4.0,362.0,"Asian, European, Modern Indian","no 2 behind hdfc bank, Doddankundi industrial area 2 Seetharamaplaya hoodi 560048, Karnataka, Whitefield, Bangalore",Bangalore,/bangalore/hamilton-whitefield-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Garci,4.1,1019.0,"European, Continental, South Indian","51, Ground & Mezzanine Floor, 7th Block, Jayanagar, Bangalore",Bangalore,/bangalore/garci-jayanagar-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Kava Kitchen & Bar - Fairfield by Marriott,4.0,576.0,"North Indian, Continental, Salad","3-A1, Fairfield by Marriott Whitefield, Kundanahalli Main Road, Opposite IFB Campus, Whitefield, Mahadevapura, Bangalore",Bangalore,/bangalore/kava-kitchen-bar-fairfield-by-marriott-mahadevapura-bangalore/info,https://b.zmtcdn.com/data/pictures/8/18788018/035054ba5b1b11579463511a12b973fe_o2_featured_v2.jpg
Sip Society Bar & Kitchen,4.4,262.0,"Chinese, North Indian, South Indian","83/1, 1st Floor, Gopal Reddy Complex, Panathur Main Road, Kadubeesanahalli, Bangalore",Bangalore,/bangalore/sip-society-bar-kitchen-kadubeesanahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/0/22672120/6dd23c936f5e497a9daae650c370a19d_o2_featured_v2.jpg
Quattro - The Leela Bhartiya City Bengaluru,4.0,1749.0,"North Indian, Mediterranean, European","6/1 6/2, Bhartiya City, Off Thanisandra Main Road, Chokkanahall Hegde Nagar, Jakkur, Bangalore",Bangalore,/bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore/info,https://b.zmtcdn.com/data/pictures/2/19852192/52d98b0c0cc9e0114fe79a84579f579e_o2_featured_v2.jpg
Fat Owl,3.8,3234.0,"North Indian, Salad, Fast Food","610, 1st Phase, 100 Feet Ring Road, JP Nagar, Bangalore",Bangalore,/bangalore/fat-owl-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/2/19155882/53c21305fbf508d72253ebcda12feed6_o2_featured_v2.jpg
Vapour Brewpub And Diner,4.0,12.0,"North Indian, Continental, Italian","Floor 7, Bren Mercury, Kaikondrahalli Junction, Marathahalli Rd, Sarjapur Road, Bangalore",Bangalore,/bangalore/vapour-brewpub-and-diner-sarjapur-road-bangalore/info,https://b.zmtcdn.com/data/pictures/3/18585733/278597dd9242848dad546f5467179a8f_featured_v2.jpg
The Bangalore Cafe,4.3,12.0,"North Indian, Italian, Continental","4, Bheemanna Garden, Kengal Hanumanthaiah Road, Shanti Nagar, Bangalore",Bangalore,/bangalore/the-bangalore-cafe-1-shanti-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/5/18782265/8114a35397fcf5e4622f53910b752589_o2_featured_v2.jpg
Rua,3.9,62.0,"South Indian, North Indian, Biryani","Survey 90, 94 & 95, Ground Floor, Rajanakunte, Yelahanka, Bangalore",Bangalore,/bangalore/rua-yelahanka-bangalore/info,https://b.zmtcdn.com/data/pictures/5/22628485/851a63ffa99e5d5ce3766cc888b9d734_o2_featured_v2.jpg
Somras bar and kitchen,4.1,1442.0,"North Indian, South Indian, Chinese","1st floor, Somras bar and kitchen 1 sector 17th cross Karnataka, HSR, Bangalore",Bangalore,/bangalore/somras-bar-and-kitchen-1-hsr-bangalore/info,https://b.zmtcdn.com/data/pictures/8/21382698/3557f8e6583167913f4ce69927995ddd_featured_v2.jpg
Bamey's Gastro Bar,4.5,4388.0,Nepalese,"146, 3rd Floor, Jyoti Nivas College Road, next to William Penn Showroom, KHB Colony, Koramangala 5th Block, Bangalore",Bangalore,/bangalore/bameys-gastro-bar-1-koramangala-5th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21112610/d892a4d922e5accb35d03f97e3f4844c_o2_featured_v2.jpg
Siciliana,4.3,249.0,"Pizza, Pasta, Desserts","Unit T 30, 3rd Floor, Byatayanapura, Bellary Road, Sahakara Nagar, Bangalore",Bangalore,/bangalore/siciliana-sahakara-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/4/22692894/62fe05d5248fab30d60e95e938ca44a9_o2_featured_v2.jpg
The Pizza Bakery - Wood Fired Sourdough,4.3,5720.0,"Pizza, Desserts, Pasta","86, Coconut Grove, Spenser Building, Church Street, Bangalore",Bangalore,/bangalore/the-pizza-bakery-wood-fired-sourdough-church-street-bangalore/info,https://b.zmtcdn.com/data/pictures/0/19588640/7cd5665aeb27e98ac9d759c0a364513c_featured_v2.jpg
Truffles,4.5,28.0,"Burger, Italian, Desserts","1st Stage, 100 feet Road, Indiranagar, Bangalore",Bangalore,/bangalore/truffles-indiranagar/info,https://b.zmtcdn.com/data/pictures/chains/9/51039/b35c126e7d10cdaaf7c3b27236b62654_featured_v2.jpg
Poco A Poco Crescendo,4.1,1605.0,"Biryani, North Indian, Continental","10/9, Akshaya Nagar, Near DLF Westend Heights, Bannerghatta Main Road, Arekere, Bangalore",Bangalore,/bangalore/poco-a-poco-crescendo-arekere-bangalore/info,https://b.zmtcdn.com/data/pictures/0/22386090/8da2426910e4d93b8c68b4004c445f66_o2_featured_v2.jpg
The Godown,4.234118852459017,1991.6997950819673,"Bar Food, North Indian, Mughlai","4th Floor, 4th Floor, Laa Moonstone, Gollahalli, Phase I, Near Dream Mart Hyper Market, Electronic City, Bangalore",Bangalore,/bangalore/the-godown-electronic-city-bangalore/info,https://b.zmtcdn.com/data/pictures/7/22864187/5645d3749ef549b2c6b84ebe1fe0c58e_o2_featured_v2.jpg
Dobaraa,4.1,2244.0,"Continental, North Indian, Italian","Shop 13, 3rd Floor, Phoenix Mall of Asia, Batrayanpura, Bellary Main Road, Hebbal, Bangalore",Bangalore,/bangalore/dobaraa-hebbal-bangalore/info,https://b.zmtcdn.com/data/pictures/chains/8/20400098/3a5ba90eea95a4ed17614fb6ae3e585a_featured_v2.jpg
Ambedo Restaurant & Cocktail Bar,4.4,2995.0,"Continental, Asian, North Indian","554, Ground Floor, 3rd Phase, 9th Cross Road, JP Nagar, Bangalore",Bangalore,/bangalore/ambedo-restaurant-cocktail-bar-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/20937763/e86b7fbc532f87ad533deb0d05f7e549_o2_featured_v2.jpg
Don't Tell Mama,4.0,3851.0,"North Indian, Continental, Chinese","13th Cross Road, Sector 6, HSR Layout, HSR, Bangalore",Bangalore,/bangalore/dont-tell-mama-1-hsr-bangalore/info,https://b.zmtcdn.com/data/pictures/8/18895688/00943a32f297c4b8ef0918dc2812b704_featured_v2.jpg
Marseli - Cafe & Patisserie,3.7,121.0,"Italian, Panini, American","Ground Floor, HSR Layout, 1st Sector, 24th Main Road, HSR, Bangalore",Bangalore,/bangalore/marseli-cafe-patisserie-hsr-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Bramble Kitchen & Bar,4.3,1628.0,"North Indian, Continental, Chinese","Panathur Main Road, Kadubeesanahalli, Bangalore",Bangalore,/bangalore/bramble-kitchen-bar-kadubeesanahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/1/21380841/9902a8436da0bc42084f1f262015b3f6_featured_v2.jpg
Kailash Parbat,4.3,232.0,"North Indian, Street Food, Biryani","35/2, Ground Floor, Chaman Business Centre, SRT Road, Cunningham Road, Bangalore",Bangalore,/bangalore/kailash-parbat-cunningham-road-bangalore/info,https://b.zmtcdn.com/data/pictures/4/22580844/00fa1cf23719d1729b18da4da3edfca9_o2_featured_v2.jpg
